mode,seed,sources,baseline_v,baseline_per_source,O3_v,O3_per_source,O0_v,O0_per_source,A_v,A_per_source,A_dist,A_dist_per_source,A_measures,A_measures_per_source,A_all_found,B_v,B_per_source,B_cleanup_v,B_cleanup_per_source,B_cleanup_dist,B_cleanup_dist_per_source,B_all_clear,B_success,C_v,C_per_source,C_naive_v,C_naive_per_source,C_dist,C_measures,C_candidate,C_resolve_key,C_all_clear,C_success,order_gain_per_source,info_cost_per_source,integration_gap_per_source,total_gap_per_source
3,160027,15,4570.3121441671965,304.6874762778131,3900.7057059838858,260.0470470655924,2208.5820705125975,147.23880470083984,2010.0000000000002,134.00000000000003,7200.000000000001,480.00000000000006,96,6.4,True,4075.218175685914,271.68121171239426,2065.2181756859136,137.68121171239423,9951.090878429572,663.4060585619715,True,True,4570.3121441671965,304.6874762778131,4570.3121441671965,304.6874762778131,18601.56072083599,132,baseline,mec,True,True,0.0,33.00626456541883,124.44240701155444,157.44867157697325
3,160028,13,4105.803153128238,315.8310117790952,3254.914206160104,250.37801585846955,1821.8260007492518,140.1404615960963,1645.0,126.53846153846153,6000.0,461.53846153846155,75,5.769230769230769,True,3374.243989207511,259.5572299390393,1729.2439892075108,133.01876840057776,8321.219946037552,640.0938420028887,True,True,4105.803153128238,315.8310117790952,4105.803153128238,315.8310117790952,16879.01576564119,112,baseline,mec,True,True,0.0,56.27378184005591,119.416768342943,175.69055018299892
3,160029,16,4292.826464162887,268.3016540101804,3673.3398845818374,229.58374278636484,1743.221242165852,108.95132763536574,1896.0000000000002,118.50000000000001,7200.000000000001,450.00000000000006,77,4.8125,True,3775.8901813648954,235.99313633530596,1879.8901813648952,117.49313633530595,8999.450906824477,562.4656816765298,True,True,4195.296718432096,262.206044902006,4195.296718432096,262.206044902006,17256.483592160475,111,baseline,true,True,True,6.095609108174415,26.212908566700037,127.04180869994022,159.35032637481467
3,160030,16,4412.073619499101,275.75460121869384,3269.2012999841636,204.32508124901022,1919.5727435706842,119.97329647316776,1682.0,105.125,6000.0,375.0,81,5.0625,True,3378.2044800658923,211.13778000411827,1696.2044800658923,106.01278000411827,8081.022400329461,505.0639000205913,True,True,4701.144434495863,293.8215271559914,4701.144434495863,293.8215271559914,19435.722172479327,126,baseline,mec,True,True,-18.066925937297583,82.68374715187315,91.1644835309505,155.78130474552609
3,160031,14,4474.881082214741,319.63436301533864,3571.8323143264342,255.1308795947453,2079.0218711792477,148.50156222708912,1680.0,120.0,6000.0,428.57142857142856,81,5.785714285714286,True,3768.326735282835,269.1661953773454,2088.326735282835,149.16619537734536,10091.633676414178,720.830976886727,True,True,4474.881082214741,319.63436301533864,4474.881082214741,319.63436301533864,18524.40541107371,117,baseline,mec,True,True,0.0,50.46816763799325,120.66463315025625,171.1328007882495
3,160032,10,3497.0904967894867,349.70904967894865,2388.4580646479003,238.84580646479003,1334.6604851015547,133.46604851015547,741.0,74.1,2400.0,240.0,44,4.4,True,2047.765224290812,204.7765224290812,1306.765224290812,130.67652242908122,6283.826121454062,628.3826121454061,True,True,3497.0904967894867,349.70904967894865,3497.0904967894867,349.70904967894865,14070.452483947432,106,baseline,mec,True,True,0.0,144.93252724986746,71.31047391892574,216.24300116879323
3,160033,12,4503.663417419707,375.3052847849756,3682.335233492813,306.8612694577344,1975.336819284561,164.61140160704676,2123.0,176.91666666666666,7200.000000000001,600.0000000000001,115,9.583333333333334,True,3912.029079036037,326.0024232530031,1789.0290790360368,149.0857565863364,8645.145395180185,720.4287829316821,True,True,4503.663417419707,375.3052847849756,4503.663417419707,375.3052847849756,18108.31708709853,139,baseline,mec,True,True,0.0,49.30286153197252,161.39102164595633,210.69388317792883
3,160034,15,4422.260242559455,294.81734950396367,3784.5828619784406,252.30552413189605,2074.78948410245,138.31929894016332,1914.0000000000002,127.60000000000001,7200.000000000001,480.00000000000006,80,5.333333333333333,True,3846.945700125893,256.4630466750595,1932.9457001258927,128.8630466750595,9289.728500629466,619.3152333752977,True,True,4422.260242559455,294.81734950396367,4486.297211692649,299.08648077950994,18371.301212797272,113,baseline,mec,True,True,0.0,38.35430282890414,118.1437477348962,156.49805056380035
3,160035,15,4290.55452331923,286.036968221282,3263.933959733669,217.59559731557792,1979.707400028617,131.98049333524114,1597.0,106.46666666666667,6000.0,400.0,67,4.466666666666667,True,3597.895064713551,239.85967098090342,2000.8950647135512,133.39300431423675,9629.475323567756,641.9650215711838,True,True,4290.55452331923,286.036968221282,4292.989858611722,286.19932390744816,17882.77261659614,107,baseline,mec,True,True,0.0,46.17729724037857,107.87917764566228,154.05647488604083
3,160036,14,4430.971335126706,316.49795250905044,3638.961650400803,259.9258321714859,2011.2876920851693,143.6634065775121,2045.0000000000002,146.07142857142858,7200.000000000001,514.2857142857143,102,7.285714285714286,True,3859.646746809219,275.68905334351564,1814.646746809219,129.61762477208705,8723.23373404609,623.0881238604351,True,True,4430.971335126706,316.49795250905044,4430.971335126706,316.49795250905044,17859.856675633546,134,baseline,mec,True,True,0.0,40.808899165534804,132.02564676600358,172.83454593153834
