kind,mode,seed,method,variant,coverage,success,cleared,virtual_time_s,distance_m,measure_calls,switches,clear_calls,failed_clear,solver_failures,optical_fallbacks,extra_measurements,macro_steps,sources
edge,3,97016,A0,G25OR,S25,True,12,5009.288640415584,20886.443202077924,131,117,12,0,0,0,0,42,12
edge,3,97016,G25O,G25OR,S25,True,12,4593.30742692707,18666.537134635353,137,115,12,0,0,0,29,,12
edge,3,97017,A0,G25OR,S25,True,15,5294.664262594012,22458.321312970056,123,113,15,0,0,0,0,46,15
edge,3,97017,G25O,G25OR,S25,True,15,4924.574838701198,20277.87419350599,136,114,15,0,0,0,37,,15
edge,3,97018,A0,G25OR,S25,True,12,5047.951293383004,21119.756466915023,129,119,12,0,0,0,0,40,12
edge,3,97018,G25O,G25OR,S25,True,12,4759.697097003356,19478.485485016783,137,119,12,0,0,0,29,,12
edge,3,97019,A0,G25OR,S25,True,10,4705.499966972357,19472.499834861785,129,116,10,0,0,0,0,33,10
edge,3,97019,G25O,G25OR,S25,True,10,4434.84339289209,17914.21696446046,136,122,10,0,0,0,23,,10
edge,3,97020,A0,G25OR,S25,True,15,5325.585003985369,22632.92501992685,122,114,15,0,0,0,0,43,15
edge,3,97020,G25O,G25OR,S25,True,15,5173.933076307818,21424.6653815391,140,114,15,0,0,0,39,,15
edge,3,97021,A0,G25OR,S25,True,10,4862.765684485066,20148.828422425333,132,123,10,0,0,0,0,33,10
edge,3,97021,G25O,G25OR,S25,True,10,4571.407800875143,18482.039004375718,140,125,10,0,0,0,24,,10
edge,3,97022,A0,G25OR,S25,True,10,4847.396387801899,19981.98193900949,135,126,10,0,0,0,0,35,10
edge,3,97022,G25O,G25OR,S25,True,10,4455.6441629096435,17793.22081454822,144,127,10,0,0,0,27,,10
edge,3,97023,A0,G25OR,S25,True,14,5418.971369377923,22949.856846889612,129,114,14,0,0,0,0,49,14
edge,3,97023,G25O,G25OR,S25,True,14,4904.280014372963,20181.400071864817,136,118,14,0,0,0,35,,14
edge,3,97024,A0,G25OR,S25,True,12,5027.739016749759,21308.695083748797,120,106,12,0,0,0,0,39,12
edge,3,97024,G25O,G25OR,S25,True,12,4303.354822262646,17471.77411131323,127,114,12,0,0,0,27,,12
edge,3,97025,A0,G25OR,S25,True,16,5148.914963640295,21939.574818201472,115,106,16,0,0,0,0,46,16
edge,3,97025,G25O,G25OR,S25,True,16,4351.683242096898,17638.416210484484,127,109,16,0,0,0,39,,16
edge,3,97026,A0,G25OR,S25,True,16,5144.229596583257,21756.147982916285,121,108,16,0,0,0,0,50,16
edge,3,97026,G25O,G25OR,S25,True,16,5029.600327103849,20728.001635519246,138,114,16,0,0,0,44,,16
edge,3,97027,A0,G25OR,S25,True,14,5575.452589264753,23892.26294632377,123,112,14,0,0,0,0,43,14
edge,3,97027,G25O,G25OR,S25,True,14,4647.103535712456,18975.517678562286,133,117,14,0,0,0,32,,14
edge,3,97028,A0,G25OR,S25,True,12,4527.948464876732,18519.742324383657,129,119,12,0,0,0,0,35,12
edge,3,97028,G25O,G25OR,S25,True,12,4528.061231299682,18170.306156498405,142,124,12,0,0,0,29,,12
edge,3,97029,A0,G25OR,S25,True,12,4929.561558473465,20387.807792367323,134,122,12,0,0,0,0,41,12
edge,3,97029,G25O,G25OR,S25,True,12,4236.380135270177,16801.900676350884,139,121,12,0,0,0,27,,12
edge,3,97030,A0,G25OR,S25,True,10,4670.498926711388,19377.49463355694,126,115,10,0,0,0,0,36,10
edge,3,97030,G25O,G25OR,S25,True,10,4186.786474102092,16878.93237051046,129,116,10,0,0,0,22,,10
edge,3,97031,A0,G25OR,S25,True,14,5042.009429083891,21050.047145419463,129,117,14,0,0,0,0,44,14
edge,3,97031,G25O,G25OR,S25,True,14,5096.165513691238,20945.827568456196,143,122,14,0,0,0,37,,14
edge,3,97032,A0,G25OR,S25,True,14,5106.030033567722,21720.15016783861,117,107,14,0,0,0,0,45,14
edge,3,97032,G25O,G25OR,S25,True,14,4635.268816447759,19071.344082238793,128,111,14,0,0,0,35,,14
edge,3,97033,A0,G25OR,S25,True,14,5219.956569635081,21839.782848175404,132,122,14,0,0,0,0,42,14
edge,3,97033,G25O,G25OR,S25,True,14,4765.152951900863,19320.764759504316,141,126,14,0,0,0,30,,14
edge,3,97034,A0,G25OR,S25,True,15,5390.626169009878,22873.130845049396,125,116,15,0,0,0,0,46,15
edge,3,97034,G25O,G25OR,S25,True,15,5168.279570832614,21306.397854163064,142,122,15,0,0,0,41,,15
edge,3,97035,A0,G25OR,S25,True,15,5291.284442257642,22336.422211288198,127,114,15,0,0,0,0,48,15
edge,3,97035,G25O,G25OR,S25,True,15,4896.483783849704,20087.41891924851,137,119,15,0,0,0,36,,15
edge,3,97036,A0,G25OR,S25,True,15,5520.675847542671,23858.37923771336,114,104,15,0,0,0,0,48,15
edge,3,97036,G25O,G25OR,S25,True,15,4240.742920177144,17218.714600885705,123,107,15,0,0,0,35,,15
edge,3,97037,A0,G25OR,S25,True,12,4528.768862365738,18513.844311828696,130,116,12,0,0,0,0,42,12
edge,3,97037,G25O,G25OR,S25,True,12,4317.579363029945,17322.896815149725,135,118,12,0,0,0,28,,12
edge,3,97038,A0,G25OR,S25,True,11,4447.1603143346265,18360.80157167314,122,110,11,0,0,0,0,38,11
edge,3,97038,G25O,G25OR,S25,True,11,4158.6534709948155,16723.26735497408,129,114,11,0,0,0,27,,11
edge,3,97039,A0,G25OR,S25,True,15,5564.546530949556,23897.73265474778,120,110,15,0,0,0,0,46,15
edge,3,97039,G25O,G25OR,S25,True,15,4294.467381458415,17282.33690729207,130,113,15,0,0,0,34,,15
edge,3,97040,A0,G25OR,S25,True,11,4695.071666235528,19340.358331177642,130,122,11,0,0,0,0,34,11
edge,3,97040,G25O,G25OR,S25,True,11,4482.193256103551,17940.966280517743,143,124,11,0,0,0,29,,11
edge,3,97041,A0,G25OR,S25,True,15,5287.209334146587,22276.046670732932,128,117,15,0,0,0,0,44,15
edge,3,97041,G25O,G25OR,S25,True,15,4930.534296309576,20147.67148154787,141,121,15,0,0,0,35,,15
edge,3,97042,A0,G25OR,S25,True,13,5277.591336487513,22172.95668243756,132,118,13,0,0,0,0,43,13
edge,3,97042,G25O,G25OR,S25,True,13,4563.394395618117,18406.971978090587,138,127,13,0,0,0,29,,13
edge,3,97043,A0,G25OR,S25,True,16,5668.982704802145,23979.913524010728,134,123,16,0,0,0,0,48,16
edge,3,97043,G25O,G25OR,S25,True,16,5229.461497343299,21402.307486716483,148,129,16,0,0,0,39,,16
edge,3,97044,A0,G25OR,S25,True,12,4961.645441841607,21043.22720920804,117,108,12,0,0,0,0,36,12
edge,3,97044,G25O,G25OR,S25,True,12,4500.119574326802,18400.597871634018,129,115,12,0,0,0,29,,12
edge,3,97045,A0,G25OR,S25,True,14,5322.153023862523,22385.765119312622,131,120,14,0,0,0,0,43,14
edge,3,97045,G25O,G25OR,S25,True,14,4742.5416071949785,19237.70803597489,141,120,14,0,0,0,32,,14
edge,3,97046,A0,G25OR,S25,True,11,4857.38295414333,20456.914770716656,120,111,11,0,0,0,0,33,11
edge,3,97046,G25O,G25OR,S25,True,11,4672.892169612373,19139.460848061874,135,115,11,0,0,0,30,,11
edge,3,97047,A0,G25OR,S25,True,14,4879.028658760484,20760.143293802423,111,102,14,0,0,0,0,39,14
edge,3,97047,G25O,G25OR,S25,True,14,4824.1485134868235,20040.742567434132,128,106,14,0,0,0,35,,14
edge,3,97048,A0,G25OR,S25,True,16,5303.934901930237,22499.674509651177,123,109,16,0,0,0,0,46,16
edge,3,97048,G25O,G25OR,S25,True,16,5205.319102010997,21556.595510054984,139,119,16,0,0,0,39,,16
edge,3,97049,A0,G25OR,S25,True,10,4749.877450054278,19734.387250271393,127,118,10,0,0,0,0,35,10
edge,3,97049,G25O,G25OR,S25,True,10,4315.7971125810445,17453.985562905218,131,120,10,0,0,0,22,,10
edge,4,97000,A0,G25OR,S25,True,13,12540.51673200919,48112.58366004591,457,412,65,52,0,1,0,80,13
edge,4,97000,G25O,G25OR,S25,True,13,8664.10221937628,29060.511096881404,471,432,13,0,0,0,46,,13
edge,4,97001,A0,G25OR,S25,True,12,14531.45241453011,57117.26207265043,491,431,66,54,0,3,0,86,12
edge,4,97001,G25O,G25OR,S25,True,12,9214.24010668901,31446.20053344506,486,435,12,0,0,0,59,,12
edge,4,97002,A0,G25OR,S25,True,12,15159.950550014984,59374.752750074804,500,443,106,94,0,3,0,89,12
edge,4,97002,G25O,G25OR,S25,True,12,9572.208613788793,32696.04306894394,505,448,12,0,0,0,59,,12
edge,4,97003,A0,G25OR,S25,True,12,13805.300099384793,53866.5004969239,490,438,40,28,0,2,0,83,12
edge,4,97003,G25O,G25OR,S25,True,12,8911.219171161742,29711.095855808708,493,444,12,0,0,0,51,,12
edge,4,97004,A0,G25OR,S25,True,10,11932.284595250225,44456.422976251095,505,466,10,0,0,0,0,67,10
edge,4,97004,G25O,G25OR,S25,True,10,8963.09573586575,30380.47867932875,480,437,10,0,0,0,46,,10
edge,4,97005,A0,G25OR,S25,True,13,13765.93647056327,55354.682352816315,422,376,61,48,0,3,0,94,13
edge,4,97005,G25O,G25OR,S25,True,13,9071.102219141852,31430.51109570926,462,410,13,0,0,0,63,,13
edge,4,97006,A0,G25OR,S25,True,12,14942.596938655819,58362.98469327898,508,454,84,72,0,4,0,94,12
edge,4,97006,G25O,G25OR,S25,True,12,9234.128697763015,31555.643488815098,487,428,12,0,0,0,64,,12
edge,4,97007,A0,G25OR,S25,True,12,16412.215364008003,64736.07682003978,488,434,189,177,0,5,0,98,12
edge,4,97007,G25O,G25OR,S25,True,12,8958.079330678796,30805.396653393986,466,407,12,0,0,0,59,,12
edge,4,97008,A0,G25OR,S25,True,16,14439.626254814819,58398.13127407399,436,386,54,38,0,2,0,96,16
edge,4,97008,G25O,G25OR,S25,True,16,9890.795623062153,34138.97811531078,508,443,16,0,0,0,78,,16
edge,4,97009,A0,G25OR,S25,True,11,15131.960148050694,59574.80074025334,482,434,117,106,0,3,0,86,11
edge,4,97009,G25O,G25OR,S25,True,11,9052.856432150029,31114.282160750143,470,425,11,0,0,0,47,,11
edge,4,97010,A0,G25OR,S25,True,11,13676.790498944845,51673.9524947241,515,472,91,80,0,1,0,75,11
edge,4,97010,G25O,G25OR,S25,True,11,9220.581641921213,31422.90820960606,490,431,11,0,0,0,55,,11
edge,4,97011,A0,G25OR,S25,True,13,13084.114020791088,51450.57010395543,451,408,35,22,0,1,0,80,13
edge,4,97011,G25O,G25OR,S25,True,13,9343.191219124594,31850.956095622965,494,438,13,0,0,0,61,,13
edge,4,97012,A0,G25OR,S25,True,12,14026.586300851402,53807.93150425691,500,453,96,84,0,2,0,81,12
edge,4,97012,G25O,G25OR,S25,True,12,8882.285901317835,30121.429506589167,473,433,12,0,0,0,45,,12
edge,4,97013,A0,G25OR,S25,True,16,14276.95326952007,58139.766347600234,399,346,92,76,0,4,0,103,16
edge,4,97013,G25O,G25OR,S25,True,16,9511.839725476266,33524.19862738137,465,402,16,0,0,0,79,,16
edge,4,97014,A0,G25OR,S25,True,10,12918.536789764821,48217.683948824044,513,468,74,64,0,1,0,73,10
edge,4,97014,G25O,G25OR,S25,True,10,9140.487346968172,31502.436734840863,473,425,10,0,0,0,53,,10
edge,4,97015,A0,G25OR,S25,True,11,13982.411521553131,54907.05760776551,443,389,125,114,0,3,0,80,11
edge,4,97015,G25O,G25OR,S25,True,11,9212.25123879979,31241.256193998972,494,439,11,0,0,0,55,,11
edge,4,97016,A0,G25OR,S25,True,12,13257.518724118221,50312.59362059106,516,465,42,30,0,2,0,83,12
edge,4,97016,G25O,G25OR,S25,True,12,9728.974302937135,33094.87151468566,519,455,12,0,0,0,63,,12
edge,4,97017,A0,G25OR,S25,True,15,15502.417675248413,63637.08837624193,418,358,99,84,0,3,0,98,15
edge,4,97017,G25O,G25OR,S25,True,15,10373.986704432235,37579.93352216114,477,398,15,0,0,0,86,,15
edge,4,97018,A0,G25OR,S25,True,12,13579.670234048022,51938.35117024005,513,459,48,36,0,2,0,91,12
edge,4,97018,G25O,G25OR,S25,True,12,9029.842724100592,30559.213620502956,485,433,12,0,0,0,57,,12
edge,4,97019,A0,G25OR,S25,True,10,12927.479757825697,48742.398789128405,497,452,74,64,0,1,0,71,10
edge,4,97019,G25O,G25OR,S25,True,10,8989.80748214802,30539.037410740097,479,437,10,0,0,0,48,,10
edge,4,97020,A0,G25OR,S25,True,15,15236.826515288423,62069.13257644198,423,363,105,90,0,4,0,106,15
edge,4,97020,G25O,G25OR,S25,True,15,9668.805223796819,33519.02611898412,493,425,15,0,0,0,80,,15
edge,4,97021,A0,G25OR,S25,True,10,13278.97303008009,51459.86515040037,476,431,52,42,0,2,0,76,10
edge,4,97021,G25O,G25OR,S25,True,10,9979.171605815332,34800.85802907667,506,439,10,0,0,0,70,,10
edge,4,97022,A0,G25OR,S25,True,10,14009.477286871139,55302.38643435564,468,421,56,46,0,3,0,76,10
edge,4,97022,G25O,G25OR,S25,True,10,9767.379289324612,33611.89644662305,510,445,10,0,0,0,62,,10
edge,4,97023,A0,G25OR,S25,True,14,12209.903493189204,47489.517465946,448,402,14,0,0,0,0,79,14
edge,4,97023,G25O,G25OR,S25,True,14,9814.33692554846,34471.684627742325,487,415,14,0,0,0,81,,14
edge,4,97024,A0,G25OR,S25,True,12,12682.53078539476,49487.65392697373,446,399,44,32,0,2,0,86,12
edge,4,97024,G25O,G25OR,S25,True,12,8520.534981997695,29102.67490998846,447,405,12,0,0,0,49,,12
edge,4,97025,A0,G25OR,S25,True,16,15279.593873715845,61387.96936857913,453,399,102,86,0,3,0,104,16
edge,4,97025,G25O,G25OR,S25,True,16,9799.539227646059,34282.69613823033,489,418,16,0,0,0,80,,16
edge,4,97026,A0,G25OR,S25,True,16,14923.279931666835,60136.39965833407,451,393,72,56,0,3,0,102,16
edge,4,97026,G25O,G25OR,S25,True,16,9757.20206565,33736.010328250006,500,430,16,0,0,0,82,,16
edge,4,97027,A0,G25OR,S25,True,14,13120.89514963882,51574.47574819406,442,394,58,44,0,2,0,95,14
edge,4,97027,G25O,G25OR,S25,True,14,9277.597984265369,31912.989921326865,480,425,14,0,0,0,63,,14
edge,4,97028,A0,G25OR,S25,True,12,15217.217912480617,60246.08956240296,480,432,104,92,0,6,0,95,12
edge,4,97028,G25O,G25OR,S25,True,12,10021.69880884376,35263.49404421883,497,424,12,0,0,0,79,,12
edge,4,97029,A0,G25OR,S25,True,12,13045.04243796089,49630.212189804406,511,462,26,14,0,1,0,83,12
edge,4,97029,G25O,G25OR,S25,True,12,9866.755327961442,33898.7766398072,516,447,12,0,0,0,70,,12
edge,4,97030,A0,G25OR,S25,True,10,13498.65668937853,51323.28344689259,515,465,58,48,0,3,0,80,10
edge,4,97030,G25O,G25OR,S25,True,10,9276.896401574073,31824.482007870352,486,432,10,0,0,0,55,,10
edge,4,97031,A0,G25OR,S25,True,14,15576.791012010543,62563.95506005262,476,410,82,68,0,3,0,100,14
edge,4,97031,G25O,G25OR,S25,True,14,9628.608534800609,33678.042674003045,481,418,14,0,0,0,76,,14
edge,4,97032,A0,G25OR,S25,True,14,14437.117132719395,57395.58566359692,471,416,53,39,0,3,0,95,14
edge,4,97032,G25O,G25OR,S25,True,14,9712.180802186722,33955.90401093362,488,411,14,0,0,0,84,,14
edge,4,97033,A0,G25OR,S25,True,14,15852.66983278488,65418.349163924315,420,362,93,79,0,5,0,101,14
edge,4,97033,G25O,G25OR,S25,True,14,10446.665694861627,37163.328474308146,503,429,14,0,0,0,81,,14
edge,4,97034,A0,G25OR,S25,True,15,13086.354621789897,52571.773108949434,409,356,47,32,0,2,0,101,15
edge,4,97034,G25O,G25OR,S25,True,15,9665.644961061478,33928.22480530741,478,415,15,0,0,0,73,,15
edge,4,97035,A0,G25OR,S25,True,15,14010.834918864643,56089.17459432315,434,380,71,56,0,3,0,95,15
edge,4,97035,G25O,G25OR,S25,True,15,9998.506357267097,35142.53178633549,494,425,15,0,0,0,74,,15
edge,4,97036,A0,G25OR,S25,True,15,16541.23528293412,63246.176414670386,558,511,187,172,0,4,0,100,15
edge,4,97036,G25O,G25OR,S25,True,15,9507.952359728957,33109.76179864479,479,416,15,0,0,0,72,,15
edge,4,97037,A0,G25OR,S25,True,12,12860.090207910169,48075.451039550855,532,489,24,12,0,1,0,70,12
edge,4,97037,G25O,G25OR,S25,True,12,9388.118061646897,31530.59030823448,514,452,12,0,0,0,63,,12
edge,4,97038,A0,G25OR,S25,True,11,14646.637530962298,55663.18765481139,547,496,87,76,0,4,0,88,11
edge,4,97038,G25O,G25OR,S25,True,11,9405.203888949505,32436.01944474751,488,423,11,0,0,0,65,,11
edge,4,97039,A0,G25OR,S25,True,15,13528.614777110914,53693.07388555455,438,393,59,44,0,2,0,96,15
edge,4,97039,G25O,G25OR,S25,True,15,10439.440748131941,36937.20374065972,510,427,15,0,0,0,96,,15
edge,4,97040,A0,G25OR,S25,True,11,14887.465985597726,58122.3299279885,481,431,135,124,0,4,0,85,11
edge,4,97040,G25O,G25OR,S25,True,11,9057.854302256646,30599.271511283245,492,423,11,0,0,0,67,,11
edge,4,97041,A0,G25OR,S25,True,15,15755.078561495622,64370.39280747796,432,376,105,90,0,5,0,99,15
edge,4,97041,G25O,G25OR,S25,True,15,9545.954273269665,33119.77136634836,485,422,15,0,0,0,76,,15
edge,4,97042,A0,G25OR,S25,True,13,13012.248317580366,51496.24158790179,444,392,25,12,0,1,0,84,13
edge,4,97042,G25O,G25OR,S25,True,13,9908.589615543473,34652.94807771737,496,433,13,0,0,0,67,,13
edge,4,97043,A0,G25OR,S25,True,16,15528.116841580286,62645.58420790122,407,353,193,177,0,5,0,107,16
edge,4,97043,G25O,G25OR,S25,True,16,10794.67544838156,38828.377241907816,506,419,16,0,0,0,95,,16
edge,4,97044,A0,G25OR,S25,True,12,13337.781882111129,50473.90941055558,534,483,22,10,0,1,0,86,12
edge,4,97044,G25O,G25OR,S25,True,12,9711.439324245592,33787.19662122798,495,419,12,0,0,0,74,,12
edge,4,97045,A0,G25OR,S25,True,14,14964.413032176144,61622.06516088059,388,333,113,99,0,6,0,106,14
edge,4,97045,G25O,G25OR,S25,True,14,8892.70831114144,30378.541555707223,468,407,14,0,0,0,72,,14
edge,4,97046,A0,G25OR,S25,True,11,14981.96074290655,59089.803714532645,491,438,83,72,0,4,0,89,11
edge,4,97046,G25O,G25OR,S25,True,11,9960.014610024296,34970.07305012151,497,426,11,0,0,0,67,,11
edge,4,97047,A0,G25OR,S25,True,14,15339.945621423047,61239.728107115145,481,425,78,64,0,3,0,96,14
edge,4,97047,G25O,G25OR,S25,True,14,9101.573626413598,31312.868132067983,470,419,14,0,0,0,60,,14
edge,4,97048,A0,G25OR,S25,True,16,15698.564504189555,64792.82252094765,430,366,64,48,0,4,0,108,16
edge,4,97048,G25O,G25OR,S25,True,16,9994.795377785502,34963.97688892751,500,422,16,0,0,0,92,,16
edge,4,97049,A0,G25OR,S25,True,10,14175.344174277958,53741.72087138972,535,483,83,73,0,1,0,73,10
edge,4,97049,G25O,G25OR,S25,True,10,9704.853217332164,33364.26608666085,507,447,10,0,0,0,54,,10
