mode,seed,method,sources,success,cleared,virtual_time_s,distance_m,measure_calls,clear_calls,failed_clear
3,160012,O2,16,True,16,4191.114057587991,17615.570287939954,99,16,0
3,160012,O3,16,True,16,4025.1140575879904,17615.570287939954,71,16,0
3,160012,O0,16,True,16,2251.6113835822807,10858.056917911406,0,16,0
3,160013,G25OR,11,True,11,4302.904481386375,17814.52240693187,115,11,0
3,160013,O1,11,True,11,3925.9044813863734,17814.52240693187,52,11,0
3,160013,O2,11,True,11,3653.598509984456,15262.99254992228,92,11,0
3,160013,O3,11,True,11,2986.0709331776893,13800.354665888446,29,11,0
3,160013,O0,11,True,11,1913.0059209018116,9290.02960450906,0,11,0
3,160014,G25OR,15,True,15,3901.3849659175476,15811.924829587739,111,15,0
3,160014,O1,15,True,15,3691.3849659175476,15811.924829587739,76,15,0
3,160014,O2,15,True,15,3204.7170793937325,13368.585396968663,77,15,0
3,160014,O3,15,True,15,2974.727840305095,13268.639201525475,42,15,0
3,160014,O0,15,True,15,1653.8709063701222,7894.354531850609,0,15,0
3,160015,G25OR,16,True,16,4776.319244593132,19566.59622296566,134,16,0
3,160015,O1,16,True,16,4608.319244593132,19566.59622296566,106,16,0
3,160015,O2,16,True,16,3903.8180962858964,16299.090481429483,95,16,0
3,160015,O3,16,True,16,3735.8180962858964,16299.090481429483,67,16,0
3,160015,O0,16,True,16,2078.758092674552,9993.790463372761,0,16,0
3,160016,G25OR,12,True,12,4605.419049019972,19152.09524509986,120,12,0
3,160016,O1,12,True,12,4271.419049019972,19152.09524509986,64,12,0
3,160016,O2,12,True,12,4017.8819674836013,17034.409837418003,93,12,0
3,160016,O3,12,True,12,3496.752133312842,16093.760666564205,37,12,0
3,160016,O0,12,True,12,1812.067350727464,8760.336753637319,0,12,0
3,160017,G25OR,13,True,13,3797.281388555237,15626.406942776186,102,13,0
3,160017,O1,13,True,13,3502.281388555237,15626.406942776186,53,13,0
3,160017,O2,13,True,13,3395.784277317118,14438.92138658559,75,13,0
3,160017,O3,13,True,13,3040.885011706031,14114.425058530154,26,13,0
3,160017,O0,13,True,13,1717.650750500552,8263.25375250276,0,13,0
3,160018,G25OR,16,True,16,5147.453088603987,21232.26544301995,141,16,0
3,160018,O1,16,True,16,4980.453088603988,21232.26544301995,113,16,0
3,160018,O2,16,True,16,4096.879276357504,17054.396381787512,102,16,0
3,160018,O3,16,True,16,3929.879276357504,17054.396381787512,74,16,0
3,160018,O0,16,True,16,2169.4616573225753,10447.308286612875,0,16,0
3,160019,G25OR,12,True,12,3611.0555066246698,14540.27753312335,108,12,0
