family,n_sources,seed,method,success,cleared,virtual_time_s,distance_m,measure_calls,switches,failed_clear,solver_failures,optical_fallbacks,opportunistic_measure_count,opportunistic_direction_count,opportunistic_no_signal_count,legs_selected,became_clear_ready_count,zero_detour_clear_count,clear_ready_count,coverage_move_m,opportunity_move_m,resolver_move_m,clear_move_m,coverage_measure_count,resolver_measure_count,clear_calls
edge,13,123155,G21A,True,13,6842.022552395187,26800.112761975917,239,222,0,0,0,13,11,2,8,0,0,0,13444.24359940903,4464.686465486816,8624.346055340717,266.8366417393554,209,17,13
edge,13,123156,G25OR-S21,True,13,6798.336390478394,25896.68195239196,260,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123156,G21A,True,13,7400.350594439133,29176.75297219565,254,230,0,0,0,13,8,5,7,2,0,0,12355.052098809394,4692.282700586145,11000.949896010006,1128.4682767901031,220,21,13
edge,13,123157,G25OR-S21,True,13,6849.502966468013,26447.51483234006,250,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123157,G21A,True,13,7267.210301225164,28741.051506125812,246,224,0,0,0,13,9,4,9,3,0,1,11118.598908412501,6184.269862282086,9887.007116392793,1551.1756190384303,215,18,13
edge,13,123158,G25OR-S21,True,13,7034.562720033442,27357.813600167214,251,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123158,G21A,True,13,7255.698140619632,28843.490703098185,240,222,0,0,0,13,11,2,6,0,0,0,15247.538295613504,2661.3917692823416,10656.085791505862,278.47484669647747,210,17,13
edge,13,123159,G25OR-S21,True,13,6357.409419002385,23727.047095011927,259,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123159,G21A,True,13,7029.235195699386,27406.175978496947,250,233,0,0,0,13,11,2,8,5,0,0,10996.083102566889,5263.296584950693,8509.592756077014,2637.203534902351,225,12,13
edge,13,123160,G25OR-S21,True,13,6906.1602554010315,26540.801277005157,256,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123160,G21A,True,13,7394.567900423847,29212.839502119245,251,232,0,0,0,13,8,5,10,2,0,0,11281.410691475288,5702.5640183374,11055.673760020789,1173.1910322857675,219,19,13
edge,13,123161,G25OR-S21,True,13,6872.3939616965545,26416.969808482776,255,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123161,G21A,True,13,7136.6802447558875,28108.401223779427,245,225,0,0,0,13,10,3,8,0,0,0,12977.675364330737,4931.254700565109,9930.085260545336,269.38589833824517,213,19,13
edge,13,123162,G25OR-S21,True,13,6554.187040914766,24620.93520457382,262,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123162,G21A,True,13,7249.615047794637,28418.075238973186,253,236,0,0,0,13,11,2,7,3,0,1,13005.66630286884,4385.246155492081,9252.116854932541,1775.045925679724,226,14,13
edge,13,123163,G25OR-S21,True,13,7028.926559546381,27404.632797731916,248,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123163,G21A,True,13,7129.031273503331,28170.156367516654,241,225,0,0,0,13,11,2,9,0,0,0,11661.414458135425,6247.51560676042,10000.818281172298,260.40802144851114,211,17,13
edge,13,123164,G25OR-S21,True,13,6552.421524098108,24967.107620490537,250,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
edge,13,123164,G21A,True,13,7134.51116083746,28197.5558041873,242,220,0,0,0,13,9,4,7,1,0,0,13139.931603366575,4189.881387057651,10013.465344298504,854.2774694645723,209,20,13
edge,14,123165,G25OR-S21,True,14,5842.310002771867,21871.55001385935,234,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123165,G21A,True,14,7282.6471417219045,29293.23570860954,229,209,0,0,0,14,10,4,8,2,0,1,11365.14803071967,5931.7072607247665,10972.500530547,1023.8798866181023,196,19,14
edge,14,123166,G25OR-S21,True,14,6852.395333849238,26896.976669246174,235,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123166,G21A,True,14,6908.974992326725,27664.874961633635,221,201,0,0,0,14,11,3,7,7,0,1,12616.625755838064,3825.336534100528,7717.838010117433,3505.0746615776106,194,13,14
edge,14,123167,G25OR-S21,True,14,6645.282308802896,25806.41154401447,236,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123167,G21A,True,14,6941.335804369499,27636.679021847493,227,209,0,0,0,14,11,3,9,1,0,0,13057.191483065168,4460.459960895525,9395.809286703476,723.2182911833243,195,18,14
edge,14,123168,G25OR-S21,True,14,6675.603982537856,25978.01991268928,236,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123168,G21A,True,14,6987.142537138081,27960.71268569041,224,205,0,0,0,14,11,3,7,4,0,1,13427.623252965492,3447.035090749224,9185.93494518545,1900.1193967902436,195,15,14
edge,14,123169,G25OR-S21,True,14,6940.0763117977,27420.3815589885,232,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123169,G21A,True,14,6900.633550186083,27448.16775093042,227,206,0,0,0,14,11,3,7,2,0,0,12216.365763996559,5047.73531317233,9238.437929785334,945.6287439761982,195,18,14
edge,14,123170,G25OR-S21,True,14,6995.754234002949,27118.771170014737,251,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123170,G21A,True,14,7253.886324145016,28804.431620725078,240,223,0,0,0,14,11,3,10,2,0,1,11613.423689205842,5793.0118078245205,10541.67121073274,856.3249129619753,208,18,14
edge,14,123171,G25OR-S21,True,14,6166.58820818443,23582.941040922142,231,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123171,G21A,True,14,6999.163168474632,27920.81584237316,227,210,0,0,0,14,11,3,9,1,0,0,11200.35720363158,6158.639848040618,9728.332360410503,833.4864302904571,195,18,14
edge,14,123172,G25OR-S21,True,14,6830.5722418688865,26677.86120934443,238,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123172,G21A,True,14,7225.45132846631,29012.25664233156,229,208,0,0,0,14,9,5,10,2,0,0,10934.553317392832,5951.569085820381,10789.579447714968,1336.5547914033777,194,21,14
edge,14,123173,G25OR-S21,True,14,6466.806975299566,25109.034876497826,230,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123173,G21A,True,14,7154.938785757279,28769.693928786382,225,206,0,0,0,14,10,4,10,2,0,0,11631.06119286663,5899.606468121904,9719.97576813228,1519.0504996655673,191,20,14
edge,14,123174,G25OR-S21,True,14,6817.635456643489,26623.17728321744,238,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123174,G21A,True,14,7257.025817757156,29075.129088785783,232,212,0,0,0,14,9,5,8,3,0,0,11866.558922898845,4865.503471382353,10837.278083265122,1505.7886112394626,199,19,14
edge,14,123175,G25OR-S21,True,14,6708.314226726404,25391.571133632002,261,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123175,G21A,True,14,6906.639222834,26763.196114170005,250,234,0,0,0,14,12,2,9,4,0,0,11046.105112155336,6624.346782356642,8370.463293922872,722.2809257351555,222,14,14
edge,14,123176,G25OR-S21,True,14,6743.177984062452,25970.889920312253,248,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123176,G21A,True,14,7260.15484529932,28970.774226496604,236,216,0,0,0,14,11,3,7,1,0,0,13772.308075784598,3722.194452115217,10780.126394186042,696.1453044107475,203,19,14
edge,14,123177,G25OR-S21,True,14,6663.136101357103,25520.68050678551,249,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123177,G21A,True,14,6914.269286674841,27256.346433374212,236,213,0,0,0,14,9,5,8,1,0,0,14258.244131674637,3374.7038602607427,9047.102683073786,576.2957583650459,200,22,14
edge,14,123178,G25OR-S21,True,14,6580.964728218853,25434.823641094263,238,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123178,G21A,True,14,7133.939513761096,28484.697568805477,231,212,0,0,0,14,10,4,9,1,0,0,12506.86947859942,5176.71102755494,10265.130580664412,535.9864819867062,197,20,14
edge,14,123179,G25OR-S21,True,14,6711.225791325565,26206.128956627814,234,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
edge,14,123179,G21A,True,14,7123.2074948364,28446.03747418198,231,209,0,0,0,14,9,5,9,3,0,0,10511.830845711767,6553.368251947789,9682.742195496852,1698.0961810255712,196,21,14
edge,15,123180,G25OR-S21,True,15,6828.969882621103,26919.84941310552,229,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123180,G21A,True,15,7133.098098493501,28795.4904924675,219,204,0,0,0,15,12,3,10,2,0,0,10573.890770961432,6795.350345402122,10500.209967340525,926.0394087634213,187,17,15
edge,15,123181,G25OR-S21,True,15,6988.525217918278,27832.626089591387,225,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123181,G21A,True,15,7305.560402417337,29732.802012086657,217,199,0,0,0,15,12,3,10,1,0,0,10646.783577165634,6898.910466156853,11539.097120350314,648.0108484138564,182,20,15
edge,15,123182,G25OR-S21,True,15,6689.254929647609,26471.274648238057,221,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123182,G21A,True,15,6845.889034723605,27649.445173618027,209,196,0,0,0,15,14,1,9,2,0,0,12162.516394141525,4955.577791797998,9434.01166612978,1097.339321548725,180,14,15
edge,15,123183,G25OR-S21,True,15,6759.8162868086065,26374.08143404302,236,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123183,G21A,True,15,7058.895044603478,28279.475223017405,225,203,0,0,0,15,11,4,8,2,0,0,12803.34884490398,4376.8621749121485,10061.963119956425,1037.3010832448526,189,21,15
edge,15,123184,G25OR-S21,True,15,6625.930142827451,26224.650714137257,219,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123184,G21A,True,15,6880.2481980915445,27926.240990457714,206,190,0,0,0,15,13,2,8,1,0,0,12616.15978041012,5081.445531042495,9667.868258973787,560.7674200313122,173,18,15
edge,15,123185,G25OR-S21,True,15,6577.530602504664,25907.653012523308,221,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123185,G21A,True,15,6782.506591397631,27272.532956988147,211,198,0,0,0,15,14,1,10,3,0,1,11257.827977062874,6065.494778350601,7313.1525198564705,2636.057681718201,182,14,15
edge,15,123186,G25OR-S21,True,15,6400.44220419744,25507.211020987197,205,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123186,G21A,True,15,6532.7576925789435,26373.78846289473,200,183,0,0,0,15,13,2,8,0,0,0,13970.878767466267,3938.051297429578,8155.095700153084,309.76269784579927,166,19,15
edge,15,123187,G25OR-S21,True,15,6137.7202579763925,23893.601289881957,215,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123187,G21A,True,15,6853.575317686072,27667.876588430354,210,195,0,0,0,15,14,1,9,0,0,0,11993.757325459701,5915.172739436143,9443.26123982013,315.6852837143779,178,17,15
edge,15,123188,G25OR-S21,True,15,6709.305006668779,26501.525033343896,223,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123188,G21A,True,15,7138.357198896177,28936.78599448088,216,196,0,0,0,15,11,4,9,0,0,0,12267.335250752341,5641.594814143503,10703.907205033509,323.94872455152654,179,22,15
edge,15,123189,G25OR-S21,True,15,6959.363835878931,27156.819179394653,243,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123189,G21A,True,15,7650.956262334803,30859.781311674,238,214,0,0,0,15,9,6,8,0,0,0,13346.587463032609,4562.34260186324,12604.285559417895,346.56568736025656,196,27,15
edge,15,123190,G25OR-S21,True,15,6875.182163694346,27280.910818471726,225,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123190,G21A,True,15,7334.6354726645095,29893.17736332257,217,196,0,0,0,15,11,4,8,0,0,0,12975.493307338093,4933.436757557753,11639.512532315879,344.734766110847,181,21,15
edge,15,123191,G25OR-S21,True,15,6536.160873734311,25445.80436867156,230,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123191,G21A,True,15,7071.558762523395,28482.79381261696,220,200,0,0,0,15,11,4,7,4,0,1,12807.575495126426,4462.197806279182,9909.046114554672,1303.9743966566793,188,17,15
edge,15,123192,G25OR-S21,True,15,6426.268257826341,25181.341289131695,220,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123192,G21A,True,15,7078.6793235787045,28668.39661789354,215,195,0,0,0,15,11,4,9,2,0,0,11244.178523150491,5828.191080310369,10484.613622130764,1111.4133923019162,179,21,15
edge,15,123193,G25OR-S21,True,15,6841.1517887356495,27045.75894367824,227,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123193,G21A,True,15,6828.521105786484,27462.60552893243,213,196,0,0,0,15,13,2,9,5,0,0,9858.32836280393,6251.8994683439,7726.739132379011,3625.6385654055875,184,14,15
edge,15,123194,G25OR-S21,True,15,6760.02322479821,26755.11612399105,223,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
edge,15,123194,G21A,True,15,6985.275334428098,28151.376672140475,216,200,0,0,0,15,12,3,10,2,0,0,10866.114777059782,6220.397415287559,9939.13120741444,1125.733272378695,184,17,15
edge,16,123195,G25OR-S21,True,16,5033.064242442589,19900.321212212948,165,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123195,G21A,True,16,5075.310871098139,20281.554355490716,160,139,0,0,0,8,4,4,5,0,0,0,3481.0085078388274,2865.009816737109,13502.03160508791,433.504425826869,120,32,16
edge,16,123196,G25OR-S21,True,16,4839.1328463529635,19280.66423176481,154,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123196,G21A,True,16,4774.54788135516,19102.739406775796,149,129,0,0,0,12,6,6,5,0,0,0,3191.8090689190585,3154.209255656877,12371.882756990639,384.8383252092217,107,30,16
edge,16,123197,G25OR-S21,True,16,5229.223200819421,20521.116004097115,178,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123197,G21A,True,16,4957.293045657039,19381.465228285204,170,151,0,0,0,10,7,3,4,0,0,0,3863.009816737109,2483.0085078388274,12710.465927251209,324.98097645805865,130,30,16
edge,16,123198,G25OR-S21,True,16,4879.1981708181675,18995.990854090836,169,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123198,G21A,True,16,4811.990846333246,18774.954231666223,165,152,0,0,0,8,7,1,6,0,0,0,2793.4061518219214,3552.612172754014,11980.6940520523,448.24185503798617,131,26,16
edge,16,123199,G25OR-S21,True,16,5028.029495528555,19400.14747764277,181,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123199,G21A,True,16,4916.358464279526,18956.79232139762,177,160,0,0,0,10,6,4,7,0,0,0,3328.2079842795138,3017.8103402964207,12168.398892145164,442.3751046765228,137,30,16
edge,16,123200,G25OR-S21,True,16,4513.067560051573,17510.337800257857,158,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123200,G21A,True,16,4553.915884959897,17779.57942479947,156,138,0,0,0,9,6,3,5,0,0,0,3137.207329830374,3208.8109947455614,11091.04045586224,342.52064436129604,117,30,16
edge,16,123201,G25OR-S21,True,16,5049.3536579784295,19831.76828989216,171,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123201,G21A,True,16,4681.291974700797,18236.459873503998,162,144,0,0,0,10,7,3,5,0,0,0,3251.8077224998588,3094.2106020760775,11458.444669708275,431.99687921978693,123,29,16
edge,16,123202,G25OR-S21,True,16,4669.077302315893,18425.38651157947,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123202,G21A,True,16,4589.852948884627,18104.264744423133,151,134,0,0,0,8,6,2,6,0,0,0,2182.204057584672,3399.8116491947017,12133.907124659501,388.34191298425867,112,31,16
edge,16,123203,G25OR-S21,True,16,4790.173169732049,18900.865848660247,158,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123203,G21A,True,16,4872.6832745218735,19313.416372609372,158,140,0,0,0,7,6,1,5,0,0,0,2449.6049738134684,3132.410732965905,13258.445523131026,472.95514269897376,120,31,16
edge,16,123204,G25OR-S21,True,16,4706.691146987316,17908.45573493657,177,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123204,G21A,True,16,4778.923594502612,18339.617972513053,175,156,0,0,0,8,6,2,5,0,0,0,3099.007198940546,3247.0111256353894,11542.354562975164,451.24508496195267,137,30,16
edge,16,123205,G25OR-S21,True,16,5363.21907531672,21221.095376583602,177,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123205,G21A,True,16,5150.8721199164975,20289.360599582495,172,153,0,0,0,10,6,4,6,0,0,0,2487.805104703297,3858.2132198726395,13528.64869395906,414.6935810474988,130,32,16
edge,16,123206,G25OR-S21,True,16,5035.735549010592,19258.67774505296,188,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123206,G21A,True,16,4913.357250854297,18781.78625427147,183,162,0,0,0,11,6,5,5,0,0,0,3060.807068050719,3285.2112565252182,11988.867773017584,446.90015667794705,139,33,16
edge,16,123207,G25OR-S21,True,16,4385.037077691576,16825.185388457885,158,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123207,G21A,True,16,4534.830066008707,17579.150330043532,158,149,0,0,0,11,10,1,7,0,0,0,1456.4015706779373,4889.616753897998,10818.956484146162,414.17552132143646,124,23,16
edge,16,123208,G25OR-S21,True,16,5038.635560609,20153.177803045004,158,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123208,G21A,True,16,4967.97745955348,19969.8872977674,152,134,0,0,0,7,6,1,4,0,0,0,3672.0091622879677,2674.0091622879677,13174.910026421838,448.9589467696269,116,29,16
edge,16,123209,G25OR-S21,True,16,5038.182291375498,19590.911456877482,177,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
edge,16,123209,G21A,True,16,5018.036029122551,19590.18014561276,174,150,0,0,0,9,6,3,4,0,0,0,3824.809685847281,2521.2086387286554,12815.108574807322,429.0532462295023,132,33,16
cluster,10,123210,G25OR-S21,True,10,5752.577870330033,21417.889351650163,239,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123210,G21A,True,10,5769.799641847119,21603.998209235593,236,219,0,0,0,10,10,0,4,4,0,0,14481.559732420588,3075.6074607202017,2512.830129829854,1534.0008862649493,220,6,10
cluster,10,123211,G25OR-S21,True,10,5990.554499988414,22557.772499942057,241,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123211,G21A,True,10,5971.562433748334,22607.81216874166,236,220,0,0,0,10,10,0,5,6,0,0,15624.9842298129,2283.9458350829436,830.4890635366028,3868.3930403092127,222,4,10
cluster,10,123212,G25OR-S21,True,10,5744.651905475813,21318.259527379076,241,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123212,G21A,True,10,5748.071839080979,21430.359195404904,238,222,0,0,0,10,10,0,5,3,0,0,14478.980303118058,3429.949761777787,2527.985288617372,993.443841891687,221,7,10
cluster,10,123213,G25OR-S21,True,10,5895.738004723617,21838.690023618088,249,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123213,G21A,True,10,6042.344387329921,22691.721936649607,245,229,0,0,0,10,10,0,5,1,0,0,15685.192335598194,2223.7377292976553,4040.0644099608908,742.727461792867,227,8,10
cluster,10,123214,G25OR-S21,True,10,5686.8204787588875,20874.102393794434,246,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123214,G21A,True,10,5719.076947980504,21135.384739902518,243,227,0,0,0,10,10,0,5,4,0,0,14141.23655865692,3340.8553023224595,1629.1407956539879,2024.1520832691513,227,6,10
cluster,10,123215,G25OR-S21,True,10,5778.359089142713,21661.795445713564,235,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123215,G21A,True,10,5795.207429391987,21671.037146959938,238,221,0,0,0,10,10,0,5,3,0,0,14942.529004405955,2966.401060489891,1878.1905648442698,1883.9165172198227,220,8,10
cluster,10,123216,G25OR-S21,True,10,5969.209448295144,22476.047241475717,240,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123216,G21A,True,10,5981.307943313721,22596.539716568608,238,222,0,0,0,10,10,0,4,2,0,0,15710.958464932213,1786.6888150950099,4114.707127165497,984.1853093758882,220,8,10
cluster,10,123217,G25OR-S21,True,10,5779.6940616585825,21683.47030829291,235,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123217,G21A,True,10,5882.659267685594,22168.296338427976,236,219,0,0,0,10,10,0,4,4,0,0,15262.074393087605,1927.6928535238155,3634.9200850749658,1343.609006741588,220,6,10
cluster,10,123218,G25OR-S21,True,10,5851.350323494161,22006.751617470793,236,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123218,G21A,True,10,5983.321084510031,22691.60542255016,235,220,0,0,0,10,10,0,6,5,0,0,13381.717630362175,4527.212434533671,3187.580478060001,1595.094879594315,220,5,10
cluster,10,123219,G25OR-S21,True,10,5842.520070346619,21722.60035173309,244,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123219,G21A,True,10,5903.059032632927,22150.295163164625,240,223,0,0,0,10,10,0,4,2,0,0,15715.97536592541,1882.0099339657463,3455.13283460799,1097.1770286654805,223,7,10
cluster,10,123220,G25OR-S21,True,10,5576.7386104210045,20483.693052105027,241,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123220,G21A,True,10,5686.087509923542,21255.437549617698,234,215,0,0,0,9,9,0,3,6,0,0,15913.36385129869,1521.9708314379504,1167.842243191244,2652.260623689812,220,5,10
cluster,10,123221,G25OR-S21,True,10,5718.42043333881,21307.10216669405,237,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123221,G21A,True,10,5794.57610922519,21687.88054612594,237,222,0,0,0,10,10,0,6,3,0,0,13419.917761252003,4489.012303643842,1423.2815861650124,2355.6688950650823,220,7,10
cluster,10,123222,G25OR-S21,True,10,5699.220269489746,21246.101347448734,236,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123222,G21A,True,10,5693.985989674656,21279.929948373276,234,218,0,0,0,10,10,0,4,6,0,0,15036.801828159296,2418.9427278438397,1182.583443122363,2641.601949247777,220,4,10
cluster,10,123223,G25OR-S21,True,10,6012.382299285946,22721.911496429726,239,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123223,G21A,True,10,5983.5441780015635,22732.72089000781,234,217,0,0,0,10,10,0,4,6,0,0,14833.322604175642,3075.607460720202,2006.2088831120673,2817.581941999899,220,4,10
cluster,10,123224,G25OR-S21,True,10,5914.5995678481995,22237.997839240998,239,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cluster,10,123224,G21A,True,10,5915.900532104949,22304.502660524744,237,220,0,0,0,10,10,0,4,3,0,0,15014.149477370354,2597.0728796416606,3930.1552944730174,763.1250090397107,220,7,10
cluster,11,123225,G25OR-S21,True,11,5824.941409910976,22409.70704955488,217,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123225,G21A,True,11,5853.5227012591195,22532.613506295587,218,202,0,0,0,11,11,0,6,4,0,0,13363.455511882945,4180.232183428282,1883.0644301771172,3105.861380807244,200,7,11
cluster,11,123226,G25OR-S21,True,11,5985.9400408084875,23169.700204042445,219,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123226,G21A,True,11,5975.757688223559,23148.7884411178,218,201,0,0,0,10,10,0,4,5,0,0,15138.923651294268,2770.006413601577,1706.6550080961788,3533.2033681257744,202,6,11
cluster,11,123227,G25OR-S21,True,11,5814.537519598068,22107.68759799035,226,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123227,G21A,True,11,5804.651549654323,22203.25774827161,221,204,0,0,0,11,11,0,4,1,0,0,16992.12692353997,916.8031413558745,3648.896459447915,645.4312239278515,200,10,11
cluster,11,123228,G25OR-S21,True,11,5622.193339311282,21410.96669655641,217,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123228,G21A,True,11,5704.704676293896,21793.52338146947,218,201,0,0,0,11,11,0,4,4,0,0,14833.322604175642,3075.607460720202,2518.172668912677,1366.420647660947,200,7,11
cluster,11,123229,G25OR-S21,True,11,5943.743424614813,22288.717123074068,241,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123229,G21A,True,11,5986.8329147371605,22684.1645736858,235,220,0,0,0,11,11,0,6,4,0,0,13694.696860255966,4214.233204639882,4194.455542439406,580.7789663505464,217,7,11
cluster,11,123230,G25OR-S21,True,11,5605.644447550822,21368.22223775411,215,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123230,G21A,True,11,5782.1433753411075,22105.716876705534,220,206,0,0,0,11,11,0,6,2,0,0,14356.317892141831,3552.612172754014,2699.9415243960466,1496.845287413642,200,9,11
cluster,11,123231,G25OR-S21,True,11,5800.424868058777,22252.124340293878,218,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123231,G21A,True,11,5809.448516762758,22272.242583813793,219,205,0,0,0,11,11,0,7,3,0,0,13579.664138670627,3790.993232174347,3677.573568413336,1224.011644555484,200,8,11
cluster,11,123232,G25OR-S21,True,11,6067.4337538920845,23182.16876946042,232,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123232,G21A,True,11,6032.428267949262,23247.1413397463,224,208,0,0,0,11,11,0,5,3,0,0,14218.909900192855,3266.3495107633908,2261.1056874824026,3500.7762413076516,205,8,11
cluster,11,123233,G25OR-S21,True,11,5870.205941908785,22551.02970954392,220,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123233,G21A,True,11,5754.237569461675,22096.18784730837,216,200,0,0,0,11,11,0,5,6,0,0,14542.110404409732,2932.7369297754067,2880.683886708546,1740.6566264146868,200,5,11
cluster,11,123234,G25OR-S21,True,11,5814.762758038955,22223.813790194763,222,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123234,G21A,True,11,5786.28134676234,22196.406733811702,218,202,0,0,0,11,11,0,5,5,0,0,14252.055977210057,3200.3735225318896,3305.4618819438874,1438.5153521258678,201,6,11
cluster,11,123235,G25OR-S21,True,11,5625.993322218155,21304.966611090775,221,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
cluster,11,123235,G21A,True,11,5629.878355926334,21359.391779631664,220,203,0,0,0,11,11,0,4,4,0,0,15222.17106699055,2686.7589979052955,1445.6821314589906,2004.779583276828,202,7,11
cluster,11,123236,G25OR-S21,True,11,5594.739550581824,21298.697752909127,216,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
