seed,mode,variant,kind,sources,cleared,virtual_s,distance_m,measure_calls,switches,failed_clear,clear_calls,visited,opportunistic,wall_s
91086,3,G31,uniform,10,10,3998.105040269382,16645.525201346914,106,89,0,10,7,0,0.0035195350646972656
91087,3,G31,uniform,13,13,5313.81658446302,22994.08292231511,113,85,0,13,7,0,0.009998798370361328
91088,3,G31,uniform,14,14,4592.146154409928,19715.73077204965,100,79,0,14,7,0,0.005431652069091797
91089,3,G31,uniform,11,11,4444.225532727817,18596.12766363908,115,95,0,11,7,0,0.004578828811645508
91090,3,G31,uniform,10,10,4131.29418622121,17171.470931106043,111,92,0,10,7,0,0.0041806697845458984
91091,3,G31,uniform,12,12,4739.705835041067,20028.529175205334,116,94,0,12,7,0,0.0042645931243896484
91092,3,G31,uniform,10,10,4530.583961376973,19137.919806884864,112,93,0,10,7,0,0.0035240650177001953
91093,3,G31,uniform,13,13,4470.831986932766,18909.159934663843,108,84,0,13,7,0,0.006521701812744141
91094,3,G31,uniform,11,11,4507.400562696551,18652.00281348275,124,102,0,11,7,0,0.004735708236694336
91095,3,G31,uniform,16,16,4261.769286057006,18238.846430285033,93,69,0,16,6,0,0.005445003509521484
91096,3,G31,uniform,15,15,5795.024891216237,25560.124456081176,106,78,0,15,7,0,0.005884408950805664
91097,3,G31,uniform,10,10,4439.453087049399,18237.265435246994,127,107,0,10,7,0,0.003711700439453125
91098,3,G31,uniform,11,11,4492.870969792904,18819.354848964533,116,94,0,11,7,0,0.003919124603271484
91099,3,G31,uniform,13,13,4590.498416283545,19522.49208141774,107,86,0,13,7,0,0.004227161407470703
91000,3,G25O,uniform,15,15,4259.340940097574,17611.70470048787,111,107,0,15,7,24,0.009828805923461914
91001,3,G25O,uniform,11,11,4307.389544418628,17606.94772209314,123,116,0,11,7,8,0.004886150360107422
91002,3,G25O,uniform,11,11,3726.4924317174186,15002.4621585871,112,108,1,12,7,16,0.0067596435546875
91003,3,G25O,uniform,10,10,3700.601348439159,14828.006742195794,115,110,0,10,7,14,0.0037386417388916016
91004,3,G25O,uniform,12,12,3907.4685862548527,15737.342931274265,117,112,1,13,7,17,0.00409388542175293
91005,3,G25O,uniform,14,14,4131.148640943598,16775.743204717994,117,115,2,16,7,19,0.004660844802856445
91006,3,G25O,uniform,10,10,3941.089037018101,15890.445185090508,120,113,0,10,7,11,0.004100322723388672
91007,3,G25O,uniform,16,16,4303.547630497889,17682.738152489444,115,109,1,17,7,18,0.0060882568359375
91008,3,G25O,uniform,10,10,3946.09715884062,16005.485794203103,117,110,0,10,7,10,0.0033714771270751953
91009,3,G25O,uniform,16,16,3674.334704899231,15176.673524496158,93,88,2,18,6,21,0.0054395198822021484
91010,3,G25O,uniform,10,10,3834.4694508300677,15397.347254150329,118,115,0,10,7,16,0.0035316944122314453
91011,3,G25O,uniform,14,14,4063.3772102592275,16741.886051296136,108,105,0,14,7,25,0.005032777786254883
91012,3,G25O,uniform,13,13,4037.782979815833,16748.914899079162,104,100,1,14,7,21,0.004538297653198242
91013,3,G25O,uniform,13,13,3942.4621275234445,15982.310637617216,114,111,0,13,7,18,0.005998849868774414
91014,3,G25O,uniform,12,12,4397.33114105859,18281.65570529296,114,111,0,12,7,19,0.0044705867767333984
91015,3,G25O,uniform,14,14,4184.600019541079,17158.000097705393,115,108,0,14,7,19,0.005274534225463867
91016,3,G25O,uniform,14,14,4269.998831105931,17969.994155529654,102,96,0,14,7,22,0.005820751190185547
91017,3,G25O,uniform,12,12,3810.253152835822,15646.265764179112,104,101,0,12,7,22,0.0046710968017578125
91018,3,G25O,uniform,10,10,4051.6584601108148,16493.292300554076,118,113,0,10,7,19,0.006618499755859375
91019,3,G25O,uniform,12,12,4159.10244849652,16955.5122424826,119,113,0,12,7,17,0.0073070526123046875
91020,3,G25O,uniform,13,13,3992.028867345976,16335.14433672987,110,107,1,14,7,19,0.004585742950439453
91021,3,G25O,uniform,12,12,4107.497905019443,16717.489525097215,118,114,0,12,7,21,0.003990650177001953
91022,3,G25O,uniform,14,14,4416.122691511752,18355.61345755876,113,110,0,14,7,16,0.005454301834106445
91023,3,G25O,uniform,12,12,4473.9975787817275,18439.98789390864,122,116,0,12,7,16,0.004694700241088867
91024,3,G25O,uniform,15,15,4309.223589438785,18021.11794719393,106,100,0,15,7,24,0.005582571029663086
91025,3,G25O,uniform,10,10,4115.65856989669,16898.29284948346,115,111,0,10,7,14,0.0035402774810791016
91026,3,G25O,uniform,14,14,4444.060355422207,18535.30177711104,112,107,0,14,7,15,0.0063381195068359375
91027,3,G25O,uniform,16,16,3726.7556439830664,15443.778219915335,93,90,1,17,6,25,0.006140708923339844
91028,3,G25O,uniform,10,10,3879.5737142038547,15627.868571019277,118,111,1,11,7,12,0.0037488937377929688
91029,3,G25O,uniform,16,16,4580.794525379693,19388.97262689847,106,93,0,16,6,14,0.00771784782409668
91030,3,G25O,uniform,15,15,4282.980002105299,17609.900010526493,115,111,0,15,7,21,0.005843400955200195
91031,3,G25O,uniform,13,13,3891.744896417774,15823.72448208886,111,107,0,13,7,15,0.004505634307861328
91032,3,G25O,uniform,16,16,4200.652706398903,17423.263531994522,107,101,0,16,7,19,0.007695913314819336
91033,3,G25O,uniform,14,14,4078.3285492976975,17006.642746488484,102,97,0,14,7,22,0.0051419734954833984
91034,3,G25O,uniform,10,10,3803.1685159588505,15160.842579794251,121,116,0,10,7,12,0.0034630298614501953
91035,3,G25O,uniform,15,15,3895.6590339696863,16213.29516984843,97,93,0,15,7,22,0.006642818450927734
91036,3,G25O,uniform,12,12,4111.597629330825,16967.98814665412,110,108,0,12,7,20,0.004223346710205078
91037,3,G25O,uniform,15,15,4208.3438556020565,17616.719278010285,102,97,1,16,7,24,0.005801200866699219
91038,3,G25O,uniform,13,13,4074.318572531639,16806.592862658195,109,103,0,13,7,22,0.005550861358642578
91039,3,G25O,uniform,11,11,3876.1952976603184,15635.976488301589,116,114,0,11,7,18,0.00396275520324707
91040,3,G25O,uniform,12,12,3667.2414997045153,14781.207498522577,109,106,0,12,7,17,0.004154205322265625
91041,3,G25O,uniform,11,11,3861.3234651455077,15701.617325727539,111,108,1,12,7,19,0.004185199737548828
91042,3,G25O,uniform,15,15,4077.537893387596,16747.689466937987,110,103,0,15,7,21,0.008994579315185547
91043,3,G25O,uniform,14,14,4067.0831671783008,16740.4158358915,109,104,0,14,7,20,0.00593876838684082
91044,3,G25O,uniform,12,12,4195.297892850609,17261.489464253045,115,108,0,12,7,16,0.005151987075805664
91045,3,G25O,uniform,10,10,4070.6732474849127,16498.366237424565,121,116,0,10,7,12,0.0037288665771484375
91046,3,G25O,uniform,16,16,4526.1267560885435,19085.63378044272,105,98,2,18,7,18,0.005942344665527344
91047,3,G25O,uniform,11,11,3912.88850030935,16104.442501546755,106,104,1,12,7,18,0.003912210464477539
91048,3,G25O,uniform,16,16,4023.952833914378,16964.764169571885,93,86,0,16,6,22,0.0064239501953125
91049,3,G25O,uniform,15,15,4558.465037048605,19247.325185243026,107,99,0,15,7,22,0.0056455135345458984
91050,3,G25O,uniform,16,16,3668.9976166121173,15284.988083060593,89,84,1,17,5,19,0.007142305374145508
91051,3,G25O,uniform,16,16,4476.812607345966,19024.063036729818,101,87,0,16,6,11,0.00612187385559082
91052,3,G25O,uniform,12,12,3697.299299200573,14721.49649600286,116,113,0,12,7,18,0.004212379455566406
91053,3,G25O,uniform,14,14,4165.79019741663,17233.950987083153,109,101,1,15,7,18,0.006414651870727539
91054,3,G25O,uniform,13,13,4385.981684896027,18669.90842448013,99,89,1,14,7,13,0.005063295364379883
91055,3,G25O,uniform,10,10,4042.5863104365194,16157.931552182601,128,121,0,10,7,9,0.0036814212799072266
91056,3,G25O,uniform,16,16,3841.34150515972,15941.707525798596,96,93,0,16,6,23,0.00788736343383789
91057,3,G25O,uniform,13,13,4174.166353536902,17075.83176768451,117,109,0,13,7,12,0.004765510559082031
91058,3,G25O,uniform,10,10,4131.090687392835,16690.453436964177,125,118,0,10,7,12,0.0037763118743896484
91059,3,G25O,uniform,16,16,4074.2787721033046,17141.393860516524,95,88,1,17,6,22,0.007553577423095703
91060,3,G25O,uniform,14,14,3876.3269511019816,15706.634755509902,112,105,0,14,7,17,0.005121946334838867
91061,3,G25O,uniform,14,14,4040.1041861797707,16465.52093089886,113,109,1,15,7,18,0.005385875701904297
91062,3,G25O,uniform,15,15,4392.539758302661,18147.69879151331,116,108,0,15,7,17,0.0071828365325927734
91063,3,G25O,uniform,10,10,4340.758818411763,17743.794092058808,125,117,0,10,7,11,0.0035429000854492188
91064,3,G25O,uniform,14,14,4522.934113810221,18674.670569051104,121,113,0,14,7,19,0.0050160884857177734
91065,3,G25O,uniform,11,11,4128.597235725192,16942.986178625964,115,110,0,11,7,13,0.0038144588470458984
91066,3,G25O,uniform,15,15,4096.678344070238,17178.39172035119,98,96,0,15,7,26,0.0063936710357666016
91067,3,G25O,uniform,13,13,4275.753687145299,17813.7684357265,109,103,0,13,7,21,0.0048558712005615234
91068,3,G25O,uniform,14,14,4627.8954232605565,19414.477116302776,114,105,0,14,7,16,0.005881786346435547
91069,3,G25O,uniform,15,15,4268.342005224729,17816.710026123652,105,102,1,16,7,21,0.005900382995605469
91070,3,G25O,uniform,14,14,4390.677044511428,18288.385222557146,111,108,0,14,7,20,0.00554656982421875
91071,3,G25O,uniform,13,13,4006.5355316823843,16472.67765841192,108,104,1,14,7,20,0.005223751068115234
91072,3,G25O,uniform,12,12,4107.91792551278,16734.589627563906,118,111,0,12,7,15,0.004706144332885742
91073,3,G25O,uniform,10,10,3842.2343351785644,15591.171675892821,113,109,0,10,7,14,0.0036046504974365234
91074,3,G25O,uniform,11,11,3947.854356626232,16009.27178313116,116,111,0,11,7,14,0.0038907527923583984
91075,3,G25O,uniform,14,14,3880.4067816981265,16107.033908490632,98,96,1,15,7,22,0.005082368850708008
91076,3,G25O,uniform,10,10,4226.773239304854,17398.866196524268,117,112,0,10,7,15,0.003701448440551758
91077,3,G25O,uniform,11,11,3792.5856726223706,14937.92836311185,125,122,1,12,7,14,0.003623485565185547
91078,3,G25O,uniform,10,10,3848.5127160200886,15442.563580100443,119,115,0,10,7,17,0.0034914016723632812
91079,3,G25O,uniform,11,11,3641.419729343803,14767.098646719009,106,103,0,11,7,19,0.0038716793060302734
91080,3,G25O,uniform,14,14,4149.423400298905,17532.117001494524,96,93,0,14,7,28,0.0048143863677978516
91081,3,G25O,uniform,14,14,4507.551623165282,18517.75811582642,124,114,0,14,7,12,0.005049705505371094
91082,3,G25O,uniform,15,15,4064.522824919103,16962.61412459552,100,97,0,15,7,23,0.005572319030761719
91083,3,G25O,uniform,10,10,3702.3118988234437,14656.55949411722,121,116,0,10,7,16,0.003752470016479492
91084,3,G25O,uniform,15,15,3989.7206729803997,16313.603364901997,109,107,0,15,7,21,0.005473613739013672
91085,3,G25O,uniform,10,10,3982.958313791102,15974.791568955505,124,118,0,10,7,8,0.0036592483520507812
91086,3,G25O,uniform,10,10,3539.8426312825777,14159.21315641289,110,108,0,10,7,20,0.0035851001739501953
91087,3,G25O,uniform,13,13,4168.394294115886,17351.971470579432,106,103,0,13,7,23,0.004390716552734375
91088,3,G25O,uniform,14,14,3778.5052581937925,15502.526290968963,102,98,0,14,7,21,0.0050466060638427734
91089,3,G25O,uniform,11,11,3823.0677437450913,15415.338718725461,115,110,0,11,7,14,0.00409388542175293
91090,3,G25O,uniform,10,10,3819.2341874604094,15606.17093730205,108,105,1,11,7,16,0.0033156871795654297
91091,3,G25O,uniform,12,12,3710.2575721063176,14831.287860531591,114,111,1,13,7,18,0.004364013671875
91092,3,G25O,uniform,10,10,3956.3933355721415,16131.966677860708,114,110,0,10,7,15,0.003957509994506836
91093,3,G25O,uniform,13,13,3832.529983525482,15677.64991762741,105,101,2,15,7,18,0.005089759826660156
91094,3,G25O,uniform,11,11,3909.6003583002334,15633.001791501163,122,118,0,11,7,15,0.0038895606994628906
91095,3,G25O,uniform,16,16,3432.44926885026,13732.246344251302,102,96,0,16,6,28,0.008844375610351562
91096,3,G25O,uniform,15,15,4515.659522664066,19048.29761332033,106,98,1,16,7,21,0.0063478946685791016
91097,3,G25O,uniform,10,10,4013.471616487181,16082.358082435905,125,119,1,11,7,11,0.004504680633544922
91098,3,G25O,uniform,11,11,3703.7172579197845,14778.586289598927,116,113,0,11,7,17,0.004688262939453125
91099,3,G25O,uniform,13,13,4155.246942060124,17141.23471030061,111,107,0,13,7,18,0.0046885013580322266
91000,4,G31,uniform,15,15,11395.815518095305,45849.07759047653,369,306,0,15,31,0,0.0071294307708740234
91001,4,G31,uniform,11,11,10597.334111550123,41631.670557750615,378,326,0,11,31,0,0.005173683166503906
91002,4,G31,uniform,11,11,11710.374053214347,45706.87026607172,428,374,0,11,31,0,0.0056035518646240234
91003,4,G31,uniform,10,10,10538.206128303213,41036.03064151605,389,336,0,10,31,0,0.00458836555480957
91004,4,G31,uniform,12,12,10387.028299152724,41520.14149576357,345,298,0,12,31,0,0.0060749053955078125
91005,4,G31,uniform,14,14,11230.370761570122,45601.85380785062,350,290,0,14,31,0,0.0068874359130859375
91006,4,G31,uniform,10,10,10885.009089034878,41695.04544517437,424,376,0,10,31,0,0.004958391189575195
91007,4,G31,uniform,16,16,8349.563142239507,32702.815711197545,298,239,0,16,19,0,0.007031679153442383
91008,4,G31,uniform,10,10,10591.722153049124,41023.6107652456,397,352,0,10,31,0,0.004701137542724609
91009,4,G31,uniform,16,16,6943.775820158421,29073.87910079209,181,144,0,16,16,0,0.00761103630065918
91010,4,G31,uniform,10,10,11478.304077881374,44406.52038940688,434,377,0,10,31,0,0.0048635005950927734
91011,4,G31,uniform,14,14,11625.333214340351,46941.666071701744,372,307,0,14,31,0,0.006905317306518555
91012,4,G31,uniform,13,13,11514.349172481207,46981.74586240606,352,293,0,13,31,0,0.006216287612915039
91013,4,G31,uniform,13,13,11167.31967135053,43951.59835675267,395,337,0,13,31,0,0.006072282791137695
91014,4,G31,uniform,12,12,10778.312393029943,42986.56196514971,364,301,0,12,31,0,0.006208896636962891
91015,4,G31,uniform,14,14,11314.885694183873,46999.42847091937,318,255,0,14,31,0,0.006555080413818359
91016,4,G31,uniform,14,14,11077.076910510648,46230.38455255329,306,231,0,14,31,0,0.007424116134643555
91017,4,G31,uniform,12,12,11005.765631049075,44313.82815524536,356,303,0,12,31,0,0.006147623062133789
91018,4,G31,uniform,10,10,10745.814869101372,42054.07434550688,389,340,0,10,31,0,0.005101442337036133
91019,4,G31,uniform,12,12,10811.46223263755,44027.31116318776,333,281,0,12,31,0,0.005162954330444336
91020,4,G31,uniform,13,13,11677.187041571871,46180.93520785938,406,346,0,13,31,0,0.006432533264160156
91021,4,G31,uniform,12,12,11353.676097595662,45363.38048797833,381,316,0,12,31,0,0.0062487125396728516
91022,4,G31,uniform,14,14,10987.593890225318,45722.969451126584,306,243,0,14,31,0,0.005769491195678711
91023,4,G31,uniform,12,12,10901.330382495946,43806.65191247977,356,300,0,12,31,0,0.0053005218505859375
91024,4,G31,uniform,15,15,11525.667593958844,47048.33796979423,352,281,0,15,31,0,0.007195711135864258
91025,4,G31,uniform,10,10,10875.601399286908,42378.00699643452,401,345,0,10,31,0,0.0048291683197021484
91026,4,G31,uniform,14,14,10585.362075926623,43791.8103796331,303,242,0,14,31,0,0.006661891937255859
91027,4,G31,uniform,16,16,10261.403416273506,43072.01708136757,272,207,0,16,27,0,0.007670164108276367
91028,4,G31,uniform,10,10,11000.859570544828,43259.29785272413,391,344,0,10,31,0,0.0050048828125
91029,4,G31,uniform,16,16,10791.321399329005,44121.60699664508,326,257,0,16,27,0,0.007873773574829102
91030,4,G31,uniform,15,15,11012.153780521743,46115.76890260875,295,239,0,15,31,0,0.0063152313232421875
91031,4,G31,uniform,13,13,10682.88115875205,43584.405793760256,326,271,0,13,31,0,0.006210803985595703
91032,4,G31,uniform,16,16,8533.51507329815,34792.575366490746,257,210,0,16,18,0,0.007112741470336914
91033,4,G31,uniform,14,14,11258.338533381544,46536.69266690773,323,266,0,14,31,0,0.007880449295043945
91034,4,G31,uniform,10,10,11168.216406075346,42981.08203037673,429,377,0,10,31,0,0.005441904067993164
91035,4,G31,uniform,15,15,10466.363206693431,44396.816033467134,261,207,0,15,31,0,0.006786346435546875
91036,4,G31,uniform,12,12,10773.077126073049,43345.38563036523,350,294,0,12,31,0,0.005250215530395508
91037,4,G31,uniform,15,15,11939.583971456397,50027.91985728204,324,239,0,15,31,0,0.006714820861816406
91038,4,G31,uniform,13,13,11373.221990768418,45391.10995384213,382,320,0,13,31,0,0.00606536865234375
91039,4,G31,uniform,11,11,11172.527049682676,43852.6352484134,400,347,0,11,31,0,0.005068302154541016
91040,4,G31,uniform,12,12,11245.160191346062,44950.80095673025,375,320,0,12,31,0,0.005223512649536133
91041,4,G31,uniform,11,11,11010.68878116701,43488.44390583504,386,328,0,11,31,0,0.005530357360839844
91042,4,G31,uniform,15,15,11617.806823279434,47439.03411639719,353,290,0,15,31,0,0.010994434356689453
91043,4,G31,uniform,14,14,11703.728040989428,48778.64020494715,324,258,0,14,31,0,0.0064127445220947266
91044,4,G31,uniform,12,12,10604.195649410647,42435.97824705325,352,297,0,12,31,0,0.005124568939208984
91045,4,G31,uniform,10,10,11263.291601366247,44201.45800683124,405,348,0,10,31,0,0.0047152042388916016
91046,4,G31,uniform,16,16,9403.92826277342,38324.64131386712,286,229,0,16,24,0,0.006723165512084961
91047,4,G31,uniform,11,11,11230.053867716257,43945.26933858132,407,351,0,11,31,0,0.0049326419830322266
91048,4,G31,uniform,16,16,8778.820925939921,35599.10462969964,273,214,0,16,19,0,0.006867647171020508
91049,4,G31,uniform,15,15,11394.737828370922,47183.689141854615,325,258,0,15,31,0,0.006530284881591797
91050,4,G31,uniform,16,16,10491.693494605974,44043.46747302987,278,213,0,16,27,0,0.00693821907043457
91051,4,G31,uniform,16,16,7774.778570343227,32678.892851716133,201,154,0,16,17,0,0.0063855648040771484
91052,4,G31,uniform,12,12,11564.44052631707,46352.2026315854,383,319,0,12,31,0,0.005635499954223633
91053,4,G31,uniform,14,14,11219.930024851097,45719.65012425552,343,291,0,14,31,0,0.006127834320068359
91054,4,G31,uniform,13,13,10791.50644328008,43942.53221640038,333,273,0,13,31,0,0.005345582962036133
91055,4,G31,uniform,10,10,11289.371111125058,42711.85555562533,458,407,0,10,31,0,0.004747867584228516
91056,4,G31,uniform,16,16,8399.948046276815,34394.740231384094,251,186,0,16,17,0,0.007399559020996094
91057,4,G31,uniform,13,13,11470.413411652313,45717.06705826156,388,322,0,13,31,0,0.006026029586791992
91058,4,G31,uniform,10,10,11768.264459093945,45396.32229546971,448,399,0,10,31,0,0.004593372344970703
91059,4,G31,uniform,16,16,8415.46712945419,33627.335647270964,279,215,0,16,18,0,0.006586551666259766
91060,4,G31,uniform,14,14,11097.54898343721,46157.74491718605,310,246,0,14,31,0,0.006544589996337891
91061,4,G31,uniform,14,14,11010.076393930163,46045.38196965081,300,231,0,14,31,0,0.006023883819580078
91062,4,G31,uniform,15,15,11012.482284010695,45177.411420053475,326,272,0,15,31,0,0.006435394287109375
91063,4,G31,uniform,10,10,11233.461781651275,43422.3089082564,425,374,0,10,31,0,0.0072214603424072266
91064,4,G31,uniform,14,14,11066.751262922484,45983.756314612445,310,250,0,14,31,0,0.006328105926513672
91065,4,G31,uniform,11,11,11304.838134361064,43569.19067180539,432,376,0,11,31,0,0.005821943283081055
91066,4,G31,uniform,15,15,11459.57368954204,47722.86844771022,319,245,0,15,31,0,0.007590293884277344
91067,4,G31,uniform,13,13,10955.136846652878,44235.684233264445,351,288,0,13,31,0,0.006155967712402344
91068,4,G31,uniform,14,14,11586.771688942354,48228.858444711725,322,261,0,14,31,0,0.006921291351318359
91069,4,G31,uniform,15,15,11475.931459023202,46044.65729511602,375,317,0,15,31,0,0.00672149658203125
91070,4,G31,uniform,14,14,11483.605510486796,46558.02755243399,361,297,0,14,31,0,0.0070705413818359375
91071,4,G31,uniform,13,13,11450.66869190384,45908.3434595192,379,309,0,13,31,0,0.005674839019775391
91072,4,G31,uniform,12,12,11517.077887599042,45815.38943799525,393,329,0,12,31,0,0.005635738372802734
91073,4,G31,uniform,10,10,10850.319952771684,41421.59976385843,427,381,0,10,31,0,0.005430936813354492
91074,4,G31,uniform,11,11,10780.481592676793,42502.40796338396,380,325,0,11,31,0,0.005062103271484375
91075,4,G31,uniform,14,14,10852.81039398242,45834.05196991205,279,221,0,14,31,0,0.0055997371673583984
91076,4,G31,uniform,10,10,11318.68513455351,43978.42567276756,422,363,0,10,31,0,0.005232095718383789
91077,4,G31,uniform,11,11,10923.349506560078,43586.74753280043,368,311,0,11,31,0,0.00518345832824707
91078,4,G31,uniform,10,10,11116.936135513113,42239.68067756557,445,394,0,10,31,0,0.005522489547729492
91079,4,G31,uniform,11,11,11062.483790943557,44307.4189547178,366,316,0,11,31,0,0.005037069320678711
91080,4,G31,uniform,14,14,11330.397669790997,45421.988348955005,374,306,0,14,31,0,0.006394147872924805
91081,4,G31,uniform,14,14,10930.322677612767,45831.61338806384,293,229,0,14,31,0,0.005995750427246094
91082,4,G31,uniform,15,15,11285.961796976671,47649.808984883355,291,226,0,15,31,0,0.007571220397949219
91083,4,G31,uniform,10,10,11063.548362843503,42592.74181421754,424,375,0,10,31,0,0.0048902034759521484
91084,4,G31,uniform,15,15,11514.164006770377,46890.82003385193,354,291,0,15,31,0,0.00701451301574707
91085,4,G31,uniform,10,10,10985.395134646671,42821.97567323338,403,356,0,10,31,0,0.0045261383056640625
91086,4,G31,uniform,10,10,10827.51303686862,42332.56518434313,394,341,0,10,31,0,0.0045680999755859375
91087,4,G31,uniform,13,13,11342.609052991484,46783.045264957465,330,271,0,13,31,0,0.005201101303100586
91088,4,G31,uniform,14,14,10902.379736682607,44686.89868341305,327,260,0,14,31,0,0.007659196853637695
91089,4,G31,uniform,11,11,10989.666619896454,43138.33309948225,395,332,0,11,31,0,0.005528450012207031
91090,4,G31,uniform,10,10,11197.99261566784,43214.96307833917,426,375,0,10,31,0,0.004932880401611328
91091,4,G31,uniform,12,12,11071.380183218764,44376.900916093815,366,306,0,12,31,0,0.005547046661376953
91092,4,G31,uniform,10,10,11114.709774241952,42393.5488712098,440,386,0,10,31,0,0.006166934967041016
91093,4,G31,uniform,13,13,11319.20446785286,45546.02233926434,367,310,0,13,31,0,0.0069522857666015625
91094,4,G31,uniform,11,11,10909.989780620805,43609.94890310404,365,308,0,11,31,0,0.005090236663818359
91095,4,G31,uniform,16,16,9124.858332511394,37159.29166255699,279,218,0,16,23,0,0.007059335708618164
91096,4,G31,uniform,15,15,11342.34512739497,46436.725636974865,340,280,0,15,31,0,0.006855010986328125
91097,4,G31,uniform,10,10,11490.583807250581,44177.919036252926,443,390,0,10,31,0,0.005049943923950195
91098,4,G31,uniform,11,11,11506.670576851262,44608.35288425634,433,365,0,11,31,0,0.0051419734954833984
91099,4,G31,uniform,13,13,11123.281350109894,43996.40675054945,386,329,0,13,31,0,0.005618572235107422
91000,4,G25,uniform,15,15,9107.606893570692,36778.03446785347,289,232,0,15,25,0,0.0075817108154296875
91001,4,G25,uniform,11,11,8121.23361322711,31716.168066135535,295,248,0,11,25,0,0.004515171051025391
91002,4,G25,uniform,11,11,8326.039874327755,31525.19937163876,336,286,0,11,25,0,0.005213737487792969
91003,4,G25,uniform,10,10,7785.076151745695,29465.380758728472,315,267,0,10,25,0,0.004961729049682617
91004,4,G25,uniform,12,12,7986.3814223716945,31401.907111858458,283,231,0,12,25,0,0.005175352096557617
91005,4,G25,uniform,14,14,8341.777814680887,33453.88907340443,274,211,0,14,25,0,0.008114337921142578
91006,4,G25,uniform,10,10,7643.310722516536,28311.5536125827,328,291,0,10,25,0,0.004212856292724609
91007,4,G25,uniform,16,16,7029.63183070099,27593.15915350495,247,196,0,16,18,0,0.00640559196472168
91008,4,G25,uniform,10,10,7248.312909177701,27186.564545888516,300,261,0,10,25,0,0.004148006439208984
91009,4,G25,uniform,16,16,4686.77125776229,19463.856288811447,125,89,0,16,11,0,0.006204843521118164
91010,4,G25,uniform,10,10,7967.556868448943,29412.784342244704,347,300,0,10,25,0,0.0043108463287353516
91011,4,G25,uniform,14,14,8558.191385251397,34625.95692625697,270,213,0,14,25,0,0.0061528682708740234
91012,4,G25,uniform,13,13,8059.402138017877,31647.010690089388,286,235,0,13,25,0,0.004901409149169922
91013,4,G25,uniform,13,13,8221.392693467222,31871.963467336114,307,247,0,13,25,0,0.005362510681152344
91014,4,G25,uniform,12,12,8355.749018898272,32808.745094491365,299,239,0,12,25,0,0.00515294075012207
91015,4,G25,uniform,14,14,8447.871521459037,33934.3576072952,275,216,0,14,25,0,0.006157875061035156
91016,4,G25,uniform,14,14,8938.973313958668,36364.86656979333,275,221,0,14,25,0,0.005660295486450195
91017,4,G25,uniform,12,12,8294.141337000716,31755.706685003584,322,273,0,12,25,0,0.005045175552368164
91018,4,G25,uniform,10,10,8219.236748031568,31016.18374015783,336,286,0,10,25,0,0.0042955875396728516
91019,4,G25,uniform,12,12,7996.2493727334295,31566.24686366714,279,228,0,12,25,0,0.004685163497924805
91020,4,G25,uniform,13,13,8464.953666296798,33324.768331483996,298,245,0,13,25,0,0.005078792572021484
91021,4,G25,uniform,12,12,8695.461702116447,33547.30851058225,331,271,0,12,25,0,0.005182027816772461
91022,4,G25,uniform,14,14,8310.326657366666,33096.63328683332,280,221,0,14,25,0,0.005321502685546875
91023,4,G25,uniform,12,12,8525.270525943079,33181.35262971538,314,259,0,12,25,0,0.004811525344848633
91024,4,G25,uniform,15,15,8808.02940413383,36035.14702066916,266,196,0,15,25,0,0.006707429885864258
91025,4,G25,uniform,10,10,7890.757044457074,30303.78522228537,305,255,0,10,25,0,0.003925800323486328
91026,4,G25,uniform,14,14,7475.816818205448,30769.084091027235,217,167,0,14,25,0,0.005440473556518555
91027,4,G25,uniform,16,16,8279.529378932833,33782.64689466415,251,188,0,16,23,0,0.008101224899291992
91028,4,G25,uniform,10,10,8288.533604119011,31102.668020595058,343,303,0,10,25,0,0.004354953765869141
91029,4,G25,uniform,16,16,7307.715525470341,29473.577627351704,232,173,0,16,18,0,0.00728297233581543
91030,4,G25,uniform,15,15,8646.064131961053,36190.32065980528,232,173,0,15,25,0,0.007175445556640625
91031,4,G25,uniform,13,13,7788.343043654157,30831.715218270783,268,217,0,13,25,0,0.00518035888671875
91032,4,G25,uniform,16,16,5471.4137004837285,22492.06850241863,155,118,0,16,10,0,0.0066831111907958984
91033,4,G25,uniform,14,14,8327.561462352818,33892.807311764096,255,204,0,14,25,0,0.005540132522583008
91034,4,G25,uniform,10,10,8228.48475093232,31472.423754661613,322,274,0,10,25,0,0.00424504280090332
91035,4,G25,uniform,15,15,8310.19129734624,34240.95648673119,240,187,0,15,25,0,0.005969524383544922
91036,4,G25,uniform,12,12,8197.298121934875,31596.490609674365,313,253,0,12,25,0,0.004934072494506836
91037,4,G25,uniform,15,15,8907.49785969434,36267.48929847169,274,209,0,15,25,0,0.0060803890228271484
91038,4,G25,uniform,13,13,9029.155937851903,35265.77968925953,328,271,0,13,25,0,0.00567626953125
91039,4,G25,uniform,11,11,7713.300817366583,29331.504086832927,306,262,0,11,25,0,0.004727602005004883
91040,4,G25,uniform,12,12,8040.1485443979445,31485.742721989744,288,243,0,12,25,0,0.0049686431884765625
91041,4,G25,uniform,11,11,8309.735347654585,32028.676738272916,317,264,0,11,25,0,0.005440235137939453
91042,4,G25,uniform,15,15,8186.650966823191,33758.25483411595,235,185,0,15,25,0,0.008473634719848633
91043,4,G25,uniform,14,14,8472.82400790512,34824.12003952562,249,193,0,14,25,0,0.009469747543334961
91044,4,G25,uniform,12,12,7900.421427973388,30512.10713986694,298,248,0,12,25,0,0.005563259124755859
