group,problem,run_id,case_code,sources,cleared,full_clear,virtual_time_s,avg_clear_time_s,program_run_s,measure_calls,switches,clear_failures,end_reason
G25O,4,241,HWCK-DZXD-J3K7-3PFU,13,13,1,7617.682443,585.975573,3.652,304,294,0,user_exit
G25O,4,242,4BNB-PJ3P-WW32-FHSN,10,10,1,7001.538302,700.15383,2.902,325,309,1,user_exit
G25O,4,243,Z6QB-ZQZB-H3T5-UWQN,10,10,1,7246.712879,724.671288,3.919,311,301,0,user_exit
G25O,4,244,QAMV-RNQ4-TYK5-NX8U,10,10,1,7348.255122,734.825512,3.64,311,300,0,user_exit
G25O,4,245,E5UK-KKF7-TYZW-5U9U,16,16,1,5037.447755,314.840485,1.889,175,164,0,user_exit
G25O,4,246,8A3D-Y733-ASQV-8Z37,11,11,1,7621.570979,692.870089,2.401,339,321,0,user_exit
G25O,4,247,JXRR-EKMR-F4ZG-M63M,10,10,1,7549.64362,754.964362,3.518,344,332,0,user_exit
G25O,4,248,GDCR-MGJR-KKFC-YZ5Y,16,16,1,7137.97367,446.123354,2.905,239,231,0,user_exit
G25O,4,249,D66X-CFYK-DPQK-67WD,15,15,1,7183.084,478.872267,2.543,225,215,0,user_exit
G25O,4,250,VUDK-A8ZQ-EYP6-3MZX,10,10,1,7696.045077,769.604508,4.14,361,351,0,user_exit
G25O,4,251,7YK7-KPYF-B8KS-N2QG,11,11,1,7913.949126,719.449921,3.572,328,322,0,user_exit
G25O,4,252,VG4V-D2RR-V3VS-VYQW,14,14,1,7398.89678,528.492627,2.859,288,277,0,user_exit
G25O,4,253,T7CK-EZ62-C9H2-VF7M,16,16,1,4616.00597,288.500373,2.436,162,150,0,user_exit
G25O,4,254,BMP8-ZY9B-Y2Q7-ZZR5,13,13,1,7634.279273,587.252252,3.042,299,283,0,user_exit
G25O,4,255,4DRV-FVC7-JVV3-K76X,10,10,1,6967.120599,696.71206,3.492,327,318,0,user_exit
G25O,4,256,CG6Z-D8R7-KAGB-FG2F,10,10,1,7276.922712,727.692271,3.237,314,304,0,user_exit
G25O,4,257,DHCR-8EEQ-SJ2A-YCA3,13,13,1,7268.334609,559.102662,2.765,248,236,0,user_exit
G25O,4,258,JYKD-C4AA-GYXR-Y7KV,13,13,1,6977.197979,536.707537,2.958,291,284,0,user_exit
G25O,4,259,T7CX-39Y9-SHEE-BVV4,15,15,1,7352.752331,490.183489,2.93,279,270,0,user_exit
G25O,4,260,VAWN-3EZE-DK3M-EFVA,11,11,1,7300.87057,663.715506,3.13,303,291,0,user_exit
G25O,4,261,H3WC-966C-EGGP-AMFC,15,15,1,6881.165829,458.744389,2.487,250,240,0,user_exit
G25O,4,262,4M79-BD39-HBQE-UGKN,13,13,1,7223.861012,555.681616,2.698,314,310,0,user_exit
G25O,4,263,75M9-URWZ-M9V9-7TCC,16,16,1,4791.942448,299.496403,2.388,188,170,0,user_exit
G25O,4,264,VMXK-77QD-MD8Q-M94Z,11,11,1,7656.902836,696.082076,2.892,304,294,0,user_exit
G25O,4,265,PBZE-G5N7-MJ5F-M7SJ,11,11,1,7475.265026,679.569548,3.169,292,282,0,user_exit
G25O,4,266,77G6-N549-ANGD-NT77,13,13,1,7724.315186,594.178091,3.473,279,270,0,user_exit
G25O,4,267,MT5B-VJPZ-PDDS-7QAS,16,16,1,7312.592719,457.037045,2.461,261,245,0,user_exit
G25O,4,268,CCCE-3AR3-SABA-VVSS,10,10,1,7661.431917,766.143192,3.486,359,350,0,user_exit
G25O,4,269,CJNW-C82Z-VG2Y-B8S5,15,15,1,7056.378628,470.425242,2.559,225,213,0,user_exit
G25O,4,270,ACKS-YNCC-MEVV-U98P,10,10,1,7642.550043,764.255004,3.586,319,311,0,user_exit
G25O,4,271,PA7M-RCR2-W24F-WAAU,13,13,1,7519.163635,578.397203,3.032,261,249,0,user_exit
G25O,4,272,XB78-3EVC-R2HN-MV9F,15,15,1,7503.910045,500.26067,3.214,251,244,0,user_exit
G25O,4,273,JMC5-C8U9-8X4G-WVXT,11,11,1,7426.972479,675.179316,3.761,329,316,0,user_exit
G25O,4,274,XCTX-PX8C-DZX9-R9U4,16,16,1,4468.984264,279.311516,2.207,176,160,0,user_exit
G25O,4,275,NBMN-7NJP-ZTRE-SX8S,11,11,1,7454.337134,677.667012,3.338,313,306,0,user_exit
G25O,4,276,GZT5-GC6S-BFPM-DS3H,15,15,1,7528.612854,501.907524,3.0,241,232,0,user_exit
G25O,4,277,F8U4-V577-354Z-ASQ7,12,12,1,8259.687013,688.307251,3.867,352,337,0,user_exit
G25O,4,278,V8CZ-SXTU-WVKW-VJBA,11,11,1,7452.676005,677.516,3.179,343,332,0,user_exit
G25O,4,279,9BXV-J77Y-UTZR-GNUS,12,12,1,6651.77625,554.314687,2.652,266,255,0,user_exit
G25O,4,280,PAXQ-T9KK-KUEA-QU9W,16,16,1,4399.521007,274.970063,2.044,155,146,0,user_exit
G25O,4,281,DTB4-FKGJ-VSW9-HESU,16,16,1,3821.294166,238.830885,1.462,115,106,1,user_exit
G25O,4,282,RV6G-C74E-T9PS-YQYN,14,14,1,7161.949365,511.567812,2.817,238,232,0,user_exit
G25O,4,283,WBYY-KPNZ-MUW6-DYNZ,12,12,1,7591.895692,632.657974,3.271,343,334,0,user_exit
G25O,4,284,9TYF-NSN3-JA5B-F37F,15,15,1,7125.633101,475.042207,3.105,248,242,0,user_exit
G25O,4,285,RSAQ-SM3J-SXPD-EKFB,14,14,1,7020.104962,501.436069,2.573,230,220,0,user_exit
G25O,4,286,TFAN-AVYA-ZMXH-RU9Y,12,12,1,7616.407963,634.700664,3.213,302,291,0,user_exit
G25O,4,287,HPES-J528-3E99-337A,16,16,1,4215.757997,263.484875,1.799,153,147,0,user_exit
G25O,4,288,EBUA-JE98-X5SX-ZM2A,10,10,1,7637.39856,763.739856,3.502,363,351,0,user_exit
